"","V1","V2","V3","V4"
"1",0.217741935483871,0.217741935483871,0.266129032258065,0.298387096774194
"2",0.219298245614035,0.271929824561404,0.236842105263158,0.271929824561404
"3",0.1953125,0.2109375,0.3046875,0.2890625
"4",0.207142857142857,0.207142857142857,0.278571428571429,0.307142857142857
"5",0.2109375,0.2109375,0.2890625,0.2890625
"6",0.2109375,0.2109375,0.2890625,0.2890625
"7",0.198529411764706,0.419117647058824,0.183823529411765,0.198529411764706
"8",0.301724137931034,0.25,0.21551724137931,0.232758620689655
"9",0.325,0.225,0.208333333333333,0.241666666666667
"10",0.281818181818182,0.263636363636364,0.227272727272727,0.227272727272727
"11",0.214285714285714,0.198412698412698,0.277777777777778,0.30952380952381
"12",0.258333333333333,0.325,0.208333333333333,0.208333333333333
"13",0.240384615384615,0.278846153846154,0.240384615384615,0.240384615384615
"14",0.2421875,0.3203125,0.2109375,0.2265625
"15",0.233870967741935,0.330645161290323,0.233870967741935,0.201612903225806
"16",0.268115942028986,0.22463768115942,0.210144927536232,0.297101449275362
"17",0.256578947368421,0.30921052631579,0.177631578947368,0.256578947368421
"18",0.23134328358209,0.350746268656716,0.186567164179104,0.23134328358209
"19",0.210144927536232,0.384057971014493,0.22463768115942,0.181159420289855
"20",0.23134328358209,0.365671641791045,0.216417910447761,0.186567164179104
"21",0.2265625,0.3203125,0.2578125,0.1953125
"22",0.2109375,0.2109375,0.2890625,0.2890625
"23",0.192307692307692,0.376923076923077,0.223076923076923,0.207692307692308
"24",0.23972602739726,0.308219178082192,0.171232876712329,0.280821917808219
"25",0.243421052631579,0.269736842105263,0.177631578947368,0.30921052631579
"26",0.2265625,0.3046875,0.2265625,0.2421875
"27",0.25,0.321428571428571,0.207142857142857,0.221428571428571
"28",0.254385964912281,0.271929824561404,0.219298245614035,0.254385964912281
"29",0.192307692307692,0.361538461538462,0.238461538461538,0.207692307692308
"30",0.231481481481481,0.287037037037037,0.25,0.231481481481481
"31",0.292207792207792,0.318181818181818,0.175324675324675,0.214285714285714
"32",0.246268656716418,0.305970149253731,0.186567164179104,0.261194029850746
"33",0.2109375,0.2890625,0.2265625,0.2734375
"34",0.237704918032787,0.237704918032787,0.270491803278689,0.254098360655738
"35",0.307142857142857,0.235714285714286,0.178571428571429,0.278571428571429
"36",0.227941176470588,0.257352941176471,0.227941176470588,0.286764705882353
"37",0.23134328358209,0.335820895522388,0.186567164179104,0.246268656716418
"38",0.2578125,0.2734375,0.2265625,0.2421875
"39",0.271929824561404,0.236842105263158,0.254385964912281,0.236842105263158
"40",0.246268656716418,0.32089552238806,0.23134328358209,0.201492537313433
"41",0.281818181818182,0.263636363636364,0.227272727272727,0.227272727272727
"42",0.286885245901639,0.254098360655738,0.204918032786885,0.254098360655738
"43",0.235849056603774,0.292452830188679,0.235849056603774,0.235849056603774
"44",0.232758620689655,0.25,0.301724137931034,0.21551724137931
"45",0.223214285714286,0.223214285714286,0.3125,0.241071428571429
"46",0.267241379310345,0.267241379310345,0.21551724137931,0.25
"47",0.21551724137931,0.232758620689655,0.336206896551724,0.21551724137931
"48",0.258333333333333,0.325,0.208333333333333,0.208333333333333
"49",0.237704918032787,0.204918032786885,0.254098360655738,0.30327868852459
"50",0.21830985915493,0.26056338028169,0.204225352112676,0.316901408450704
"51",0.25,0.173076923076923,0.198717948717949,0.378205128205128
"52",0.25,0.222972972972973,0.277027027027027,0.25
"53",0.297101449275362,0.239130434782609,0.181159420289855,0.282608695652174
"54",0.2109375,0.2109375,0.2265625,0.3515625
"55",0.254098360655738,0.30327868852459,0.204918032786885,0.237704918032787
"56",0.235714285714286,0.25,0.25,0.264285714285714
"57",0.241666666666667,0.225,0.208333333333333,0.325
"58",0.221311475409836,0.352459016393443,0.204918032786885,0.221311475409836
"59",0.228813559322034,0.296610169491525,0.26271186440678,0.211864406779661
"60",0.2578125,0.2265625,0.2109375,0.3046875
"61",0.223214285714286,0.3125,0.241071428571429,0.223214285714286
"62",0.272058823529412,0.345588235294118,0.198529411764706,0.183823529411765
"63",0.2578125,0.2578125,0.2578125,0.2265625
"64",0.267241379310345,0.28448275862069,0.21551724137931,0.232758620689655
"65",0.231481481481481,0.287037037037037,0.25,0.231481481481481
"66",0.231481481481481,0.287037037037037,0.25,0.231481481481481
"67",0.196428571428571,0.196428571428571,0.232142857142857,0.375
"68",0.237179487179487,0.198717948717949,0.173076923076923,0.391025641025641
"69",0.2265625,0.3828125,0.1953125,0.1953125
"70",0.257352941176471,0.272058823529412,0.242647058823529,0.227941176470588
"71",0.275,0.241666666666667,0.208333333333333,0.275
"72",0.269230769230769,0.330769230769231,0.192307692307692,0.207692307692308
"73",0.362903225806452,0.201612903225806,0.217741935483871,0.217741935483871
"74",0.26,0.313333333333333,0.18,0.246666666666667
"75",0.237704918032787,0.352459016393443,0.204918032786885,0.204918032786885
"76",0.227941176470588,0.198529411764706,0.257352941176471,0.316176470588235
"77",0.282258064516129,0.314516129032258,0.201612903225806,0.201612903225806
"78",0.217741935483871,0.298387096774194,0.282258064516129,0.201612903225806
"79",0.239130434782609,0.253623188405797,0.195652173913043,0.311594202898551
"80",0.242647058823529,0.213235294117647,0.183823529411765,0.360294117647059
"81",0.28448275862069,0.21551724137931,0.21551724137931,0.28448275862069
"82",0.261904761904762,0.341269841269841,0.198412698412698,0.198412698412698
"83",0.240384615384615,0.240384615384615,0.278846153846154,0.240384615384615
"84",0.220238095238095,0.303571428571429,0.279761904761905,0.196428571428571
"85",0.234848484848485,0.310606060606061,0.234848484848485,0.21969696969697
"86",0.246031746031746,0.293650793650794,0.198412698412698,0.261904761904762
"87",0.238461538461538,0.361538461538462,0.207692307692308,0.192307692307692
"88",0.267241379310345,0.28448275862069,0.232758620689655,0.21551724137931
"89",0.253846153846154,0.192307692307692,0.223076923076923,0.330769230769231
"90",0.253846153846154,0.3,0.192307692307692,0.253846153846154
"91",0.263636363636364,0.263636363636364,0.245454545454545,0.227272727272727
"92",0.232758620689655,0.336206896551724,0.21551724137931,0.21551724137931
"93",0.253846153846154,0.3,0.207692307692308,0.238461538461538
"94",0.2421875,0.3203125,0.2421875,0.1953125
"95",0.268518518518519,0.268518518518519,0.231481481481481,0.231481481481481
"96",0.28448275862069,0.28448275862069,0.21551724137931,0.21551724137931
"97",0.246031746031746,0.357142857142857,0.198412698412698,0.198412698412698
"98",0.258333333333333,0.208333333333333,0.225,0.308333333333333
"99",0.21551724137931,0.353448275862069,0.21551724137931,0.21551724137931
"100",0.23015873015873,0.341269841269841,0.198412698412698,0.23015873015873
