"artist_name_1"
"Eazy-E"
"MC Hammer"
"The D.O.C."
"Ice Cube"
"Public Enemy"
"Too $hort"
"Above the Law"
"Del the Funky Homosapien"
"2Pac"
"De La Soul"
"Yo-Yo"
"Compton's Most Wanted"
"Dr. Dre"
"DJ Quik"
"MC Ren"
"Kool G Rap & DJ Polo"
"Da Lench Mob"
"Frost"
"Sister Souljah"
"Snoop Dogg"
"Domino"
"MC Breed"
"Erick Sermon"
"Shaquille O'Neal"
"Kam"
"Scarface"
"MC Eiht"
"Willie D"
"Saafir"
"Bone Thugs-N-Harmony"
"Mack 10"
"Goodie Mob"
"Tha Dogg Pound"
"WC and the Maad Circle"
"Spice 1"
"South Circle"
"Nas"
"Westside Connection"
"Redman"
"E-40"
"Delinquent Habits"
"Luke"
"Kris Kross"
"Yella"
"Mr. Mike"
"Shyheim"
"Shorty Mac"
"Funkmaster Flex"
"Brotha Lynch Hung"
"Warren G"
"DJ Muggs"
"Ant Banks"
"OutKast"
"Cypress Hill"
"Big Pun"
"Yukmouth"
"WC"
"Eminem"
"Jay-Z"
"The Notorious B.I.G."
"Kurupt"
"Kid Fresh"
"The Cali Kings"
"DJ Melo-Mix"
"Xzibit"
"C-Murder"
"Tha Eastsidaz"
"Flesh-N-Bone"
"Def Squad"
"T.W.D.Y."
"DJ Clue?"
"DJ Abilities"
"C-BO"
"P. Diddy & the Bad Boy Family"
"Ms. Toi"
"8Ball"
"Camoflauge"
"Bad Azz"
"Ben Hated"
"Mr. Short Khop"
"Lethal"
"Sqeek da Primadonna"
"Eve"
"Roots Manuva"
"Coolio"
"Disturbing tha Peace"
"50 Cent"
"G-Unit"
"Prince Paul"
"Three 6 Mafia"
"Big Tymers"
"DJ Kayslay"
"Boo-Yaa T.R.I.B.E."
"Obie Trice"
"Keith Murray"
"Thirstin Howl III"
"Suga Free"
"Tony Smallz"
"Lil Jon"
"D12"
"Big Hutch"
"Mr. Capone-E"
"The Shape Shifters"
"Knoc-Turn'al"
"DJ Z-Trip"
"The Game"
"The Relativez"
"Mr. Criminal"
"Lil Bandit"
"Kokane"
"RBX"
"Spanky Loco"
"310 West Gang"
"Boyz N da Hood"
"True Blue"
"Dido Brown"
"Natural Born"
"Urban Infantry"
"Lil Al"
"Kay Slay"
"Unwrapped"
"Mobb Deep"
"Busta Rhymes"
"A.G."
"Young Buck"
"Daz Dillinger"
"Farmboyz"
"Organized Cartel"
"Messy Marv"
"Lil Coner"
"Travieso"
"Crazy Toones"
"Court Dog"
"Rasaq"
"OG Ron C"
"The Alchemist"
"Mister One"
"Timbaland"
"Ghostface Killah"
"Killer Mike"
"Mike Jones"
"DJ Whoo Kid"
"Jonny U"
"UGK"
"Tech N9ne"
"Crips"
"Stomper"
"Mixmaster Throwback"
"Tha Sire"
"Biznis Men"
"DJ Yoda"
"Devin the Dude"
"Chino Brown"
"Tash"
"2 High"
"Pimpin Young"
"Kendrick Lamar"
"Rick Ross"
"Insane Clown Posse"
"40 Glocc"
"Cashis"
"14KT"
