"year","artist_name_1","album_name","V1","V2","V3","V4"
1989,"Kon Kan","Move to Move",0.231481481481481,0.25,0.287037037037037,0.231481481481481
1989,"Black, Rock & Ron","Stop the World",0.217741935483871,0.266129032258065,0.25,0.266129032258065
1989,"U.T.F.O.","Doin' It!",0.254385964912281,0.271929824561404,0.219298245614035,0.254385964912281
1989,"The Arabian Prince","Brother Arab",0.259615384615385,0.240384615384615,0.240384615384615,0.259615384615385
1989,"Oaktown's 357","Wild & Loose",0.254385964912281,0.307017543859649,0.219298245614035,0.219298245614035
1989,"Bad Boys Blue","My Blue World",0.231481481481481,0.287037037037037,0.25,0.231481481481481
1990,"A Tribe Called Quest","People's Instinctive Travels and the Paths of Rhythm",0.195652173913043,0.369565217391304,0.22463768115942,0.210144927536232
1990,"LL Cool J","Mama Said Knock You Out",0.22463768115942,0.268115942028986,0.195652173913043,0.311594202898551
1990,"Ice Cube","AmeriKKKa's Most Wanted",0.23134328358209,0.216417910447761,0.201492537313433,0.350746268656716
1990,"Public Enemy","Fear of a Black Planet",0.23972602739726,0.184931506849315,0.23972602739726,0.335616438356164
1990,"MC Hammer","Please Hammer, Don't Hurt 'Em",0.234848484848485,0.356060606060606,0.204545454545455,0.204545454545455
1990,"Salt-N-Pepa","Blacks' Magic",0.254098360655738,0.254098360655738,0.254098360655738,0.237704918032787
1990,"Run-D.M.C.","Back from Hell",0.227272727272727,0.263636363636364,0.245454545454545,0.263636363636364
1990,"Digital Underground","Sex Packets",0.237704918032787,0.352459016393443,0.204918032786885,0.204918032786885
1990,"Paris","The Devil Made Me Do It",0.193333333333333,0.193333333333333,0.233333333333333,0.38
1990,"Brand Nubian","One for All",0.271929824561404,0.236842105263158,0.271929824561404,0.219298245614035
1990,"EPMD","Business as Usual",0.288732394366197,0.21830985915493,0.232394366197183,0.26056338028169
1990,"Geto Boys","The Geto Boys",0.190140845070423,0.176056338028169,0.204225352112676,0.429577464788732
1990,"Too $hort","Short Dog's in the House",0.314516129032258,0.217741935483871,0.217741935483871,0.25
1990,"Luke","Banned in the U.S.A.: The Luke LP",0.284722222222222,0.243055555555556,0.1875,0.284722222222222
1990,"Stereo MC's","Supernatural",0.198412698412698,0.293650793650794,0.277777777777778,0.23015873015873
1990,"Big Daddy Kane","Taste of Chocolate",0.258928571428571,0.241071428571429,0.223214285714286,0.276785714285714
1990,"Boogie Down Productions","Edutainment",0.23015873015873,0.214285714285714,0.246031746031746,0.30952380952381
1990,"Vanilla Ice","To the Extreme",0.232758620689655,0.28448275862069,0.25,0.232758620689655
1990,"Eric B. & Rakim","Let the Rhythm Hit 'Em",0.241666666666667,0.258333333333333,0.208333333333333,0.291666666666667
1990,"Kwamé","A Day in the Life: A Pokadelick Adventure",0.231481481481481,0.25,0.287037037037037,0.231481481481481
1990,"Everlast","Forever Everlasting",0.245762711864407,0.279661016949153,0.245762711864407,0.228813559322034
1990,"3rd Bass","Cactus Revisited",0.296610169491525,0.279661016949153,0.211864406779661,0.211864406779661
1990,"Kool G Rap & DJ Polo","Wanted: Dead or Alive",0.214285714285714,0.246031746031746,0.261904761904762,0.277777777777778
1990,"Mantronix","This Should Move Ya",0.21551724137931,0.318965517241379,0.232758620689655,0.232758620689655
1990,"The 2 Live Crew","Live in Concert",0.291666666666667,0.275,0.208333333333333,0.225
1990,"Kid Frost","Hispanic Causing Panic",0.275,0.241666666666667,0.241666666666667,0.241666666666667
1990,"Urban Dance Squad","Mental Floss for the Globe",0.235849056603774,0.292452830188679,0.235849056603774,0.235849056603774
1990,"Poor Righteous Teachers","Holy Intellect",0.235849056603774,0.235849056603774,0.273584905660377,0.254716981132075
1990,"Above the Law","Livin' Like Hustlers",0.232758620689655,0.21551724137931,0.267241379310345,0.28448275862069
1990,"Kid 'N Play","Kid 'n Play's Funhouse",0.2109375,0.3359375,0.2421875,0.2109375
1990,"Compton's Most Wanted","It's a Compton Thang",0.308333333333333,0.225,0.208333333333333,0.258333333333333
1990,"X Clan","To the East, Blackwards",0.232758620689655,0.21551724137931,0.232758620689655,0.318965517241379
1990,"Audio Two","I Don't Care: The Album",0.263636363636364,0.281818181818182,0.227272727272727,0.227272727272727
1990,"Masta Ace","Take a Look Around",0.271929824561404,0.236842105263158,0.254385964912281,0.236842105263158
1990,"Lord Finesse","Funky Technician",0.222972972972973,0.277027027027027,0.277027027027027,0.222972972972973
1990,"Awesome 2","The Awesome 2 Present: The History of Rap, Vol. 1",0.23015873015873,0.357142857142857,0.214285714285714,0.198412698412698
1990,"Kid 'N Play","House Party [Original Soundtrack]",0.235849056603774,0.292452830188679,0.235849056603774,0.235849056603774
1990,"Intelligent Hoodlum","Intelligent Hoodlum",0.216417910447761,0.216417910447761,0.276119402985075,0.291044776119403
1990,"Afros","Kickin' Afrolistics",0.219298245614035,0.324561403508772,0.236842105263158,0.219298245614035
1990,"DJ Kool","The Music Ain't Loud Enuff",0.26271186440678,0.313559322033898,0.211864406779661,0.211864406779661
1990,"The Genius","Words from the Genius",0.25,0.231481481481481,0.231481481481481,0.287037037037037
1990,"Betty Boo","Boomania",0.217741935483871,0.362903225806452,0.217741935483871,0.201612903225806
1990,"Poison Clan","2 Low Life Muthas",0.28448275862069,0.25,0.21551724137931,0.25
1990,"D-Nice","Call Me D-Nice",0.25,0.25,0.232758620689655,0.267241379310345
1990,"2 Live Jews","As Kosher as They Wanna Be",0.223214285714286,0.294642857142857,0.241071428571429,0.241071428571429
1990,"Esham","Boomin' Words from Hell",0.217741935483871,0.217741935483871,0.266129032258065,0.298387096774194
1990,"JVC Force","Force Field",0.21551724137931,0.267241379310345,0.301724137931034,0.21551724137931
1990,"Gucci Crew II","G4",0.267241379310345,0.28448275862069,0.21551724137931,0.232758620689655
1990,"Sway & King Tech","Concrete Jungle",0.235849056603774,0.235849056603774,0.292452830188679,0.235849056603774
1990,"Bad Boys Blue","Game of Love",0.231481481481481,0.287037037037037,0.25,0.231481481481481
1990,"DJ Red Alert","Let's Make It Happen III",0.287037037037037,0.25,0.231481481481481,0.231481481481481
1991,"Ice Cube","Death Certificate",0.228813559322034,0.211864406779661,0.228813559322034,0.330508474576271
1991,"Scarface","Mr. Scarface Is Back",0.25,0.201612903225806,0.217741935483871,0.330645161290323
1991,"Cypress Hill","Cypress Hill",0.273333333333333,0.233333333333333,0.22,0.273333333333333
1991,"Public Enemy","Apocalypse 91...The Enemy Strikes Black",0.1875,0.173611111111111,0.215277777777778,0.423611111111111
1991,"A Tribe Called Quest","The Low End Theory",0.223076923076923,0.330769230769231,0.238461538461538,0.207692307692308
1991,"Del the Funky Homosapien","I Wish My Brother George Was Here",0.223076923076923,0.269230769230769,0.315384615384615,0.192307692307692
1991,"N.W.A","Niggaz4life",0.241666666666667,0.225,0.208333333333333,0.325
1991,"Master P","Get Away Clean",0.267241379310345,0.232758620689655,0.21551724137931,0.28448275862069
1991,"Naughty by Nature","Naughty by Nature",0.2890625,0.2890625,0.1953125,0.2265625
1991,"DJ Jazzy Jeff & the Fresh Prince","Homebase",0.236842105263158,0.324561403508772,0.219298245614035,0.219298245614035
1991,"MC Hammer","Too Legit to Quit",0.22463768115942,0.340579710144928,0.22463768115942,0.210144927536232
1991,"Ice-T","O.G. Original Gangster",0.23134328358209,0.186567164179104,0.201492537313433,0.380597014925373
1991,"2Pac","2Pacalypse Now",0.21551724137931,0.21551724137931,0.25,0.318965517241379
1991,"Geto Boys","We Can't Be Stopped",0.243055555555556,0.173611111111111,0.201388888888889,0.381944444444444
1991,"Gang Starr","Step in the Arena",0.21969696969697,0.204545454545455,0.356060606060606,0.21969696969697
1991,"Heavy D & the Boyz","Peaceful Journey",0.241666666666667,0.291666666666667,0.258333333333333,0.208333333333333
1991,"P.M. Dawn","Of the Heart, Of the Soul and of the Cross: The Utopian Experience",0.223214285714286,0.223214285714286,0.330357142857143,0.223214285714286
1991,"Digital Underground","Sons of the P",0.228813559322034,0.347457627118644,0.211864406779661,0.211864406779661
1991,"Main Source","Breaking Atoms",0.21551724137931,0.25,0.28448275862069,0.25
1991,"MC Lyte","Act Like You Know",0.240384615384615,0.240384615384615,0.278846153846154,0.240384615384615
1991,"DJ Quik","Quik Is the Name",0.254385964912281,0.236842105263158,0.236842105263158,0.271929824561404
1991,"Leaders of the New School","A Future Without a Past...",0.227272727272727,0.3,0.245454545454545,0.227272727272727
1991,"Biz Markie","I Need a Haircut",0.254385964912281,0.307017543859649,0.219298245614035,0.219298245614035
1991,"Slick Rick","The Ruler's Back",0.30952380952381,0.214285714285714,0.198412698412698,0.277777777777778
1991,"Disney","For Our Children",0.227272727272727,0.245454545454545,0.3,0.227272727272727
1991,"Kool Moe Dee","Funke Funke Wisdom",0.258333333333333,0.275,0.208333333333333,0.258333333333333
1991,"MC Breed","MC Breed & DFC",0.273584905660377,0.254716981132075,0.235849056603774,0.235849056603774
1991,"Boogie Down Productions","Live Hardcore Worldwide",0.245762711864407,0.211864406779661,0.26271186440678,0.279661016949153
1991,"Freestyle Fellowship","To Whom It May Concern...",0.263636363636364,0.263636363636364,0.245454545454545,0.227272727272727
1991,"Stetsasonic","Blood, Sweat & No Tears",0.238461538461538,0.361538461538462,0.207692307692308,0.192307692307692
1991,"Whodini","Bag-A-Trix",0.25,0.301724137931034,0.21551724137931,0.232758620689655
1991,"Queen Latifah","Nature of a Sista",0.217741935483871,0.233870967741935,0.298387096774194,0.25
1991,"The 2 Live Crew","Sports Weekend: As Nasty as They Wanna Be, Pt. 2",0.257352941176471,0.242647058823529,0.227941176470588,0.272058823529412
1991,"3rd Bass","Derelicts of Dialect",0.284615384615385,0.253846153846154,0.207692307692308,0.253846153846154
1991,"MC Solaar","Qui Seme le Vent Recolte le Tempo",0.268518518518519,0.231481481481481,0.268518518518519,0.231481481481481
1991,"De La Soul","De La Soul Is Dead",0.2109375,0.3671875,0.1953125,0.2265625
1991,"The Fat Boys","Mack Daddy",0.245454545454545,0.281818181818182,0.227272727272727,0.245454545454545
1991,"Arthur Baker","Give in to the Rhythm",0.21551724137931,0.318965517241379,0.25,0.21551724137931
1991,"Big Daddy Kane","Prince of Darkness",0.307017543859649,0.219298245614035,0.219298245614035,0.254385964912281
1991,"Schoolly D","How a Black Man Feels",0.241666666666667,0.208333333333333,0.225,0.325
1991,"El General","Muevelo Con El General",0.221311475409836,0.368852459016393,0.204918032786885,0.204918032786885
1991,"Chubb Rock","The One",0.267241379310345,0.301724137931034,0.21551724137931,0.21551724137931
1991,"Tone-Loc","Cool Hand Loc",0.28030303030303,0.28030303030303,0.21969696969697,0.21969696969697
1991,"Die Fantastischen Vier","Jetzt Geht's Ab",0.245098039215686,0.245098039215686,0.264705882352941,0.245098039215686
1991,"Black Sheep","A Wolf in Sheep's Clothing",0.238461538461538,0.361538461538462,0.207692307692308,0.192307692307692
1991,"Young MC","Brainstorm",0.245762711864407,0.245762711864407,0.296610169491525,0.211864406779661
1991,"The 2 Live Crew","Sports Weekend: As Clean as They Wanna Be, Pt. 2",0.291666666666667,0.275,0.225,0.208333333333333
1991,"Mantronix","The Incredible Sound Machine",0.228813559322034,0.313559322033898,0.228813559322034,0.228813559322034
1991,"DJ Magic Mike","Ain't No Doubt About It",0.261904761904762,0.341269841269841,0.198412698412698,0.198412698412698
1991,"Dream Warriors","And Now, The Legacy Begins",0.225,0.308333333333333,0.258333333333333,0.208333333333333
1991,"Ed O.G & da Bulldogs","Life of a Kid in the Ghetto",0.253246753246753,0.266233766233766,0.253246753246753,0.227272727272727
1991,"Poor Righteous Teachers","Pure Poverty",0.235849056603774,0.235849056603774,0.273584905660377,0.254716981132075
1991,"Definition of Sound","Love and Life: A Journey with the Chameleons",0.245098039215686,0.245098039215686,0.245098039215686,0.264705882352941
1991,"Son of Bazerk","Bazerk Bazerk Bazerk",0.25,0.28448275862069,0.21551724137931,0.25
1991,"Lord Finesse","Return of the Funky Man",0.215277777777778,0.243055555555556,0.298611111111111,0.243055555555556
1991,"Trinere","Forever Yours",0.21551724137931,0.301724137931034,0.267241379310345,0.21551724137931
1991,"Yo-Yo","Make Way for the Motherlode",0.254385964912281,0.236842105263158,0.254385964912281,0.254385964912281
1991,"Marley Marl","In Control, Vol. 2",0.23015873015873,0.293650793650794,0.214285714285714,0.261904761904762
1991,"Kid 'N Play","Face the Nation",0.232758620689655,0.232758620689655,0.267241379310345,0.267241379310345
1991,"Rappin' 4-Tay","Rappin' 4-Tay Is Back",0.240384615384615,0.240384615384615,0.278846153846154,0.240384615384615
1991,"Compton's Most Wanted","Straight Checkn 'Em",0.296610169491525,0.228813559322034,0.211864406779661,0.26271186440678
1991,"D-Nice","To tha Rescue",0.25,0.267241379310345,0.25,0.232758620689655
1991,"5th Ward Boyz","Ghetto Dope",0.289473684210526,0.219298245614035,0.236842105263158,0.254385964912281
1991,"El General","Estas Buena",0.237704918032787,0.352459016393443,0.204918032786885,0.204918032786885
1991,"2 Live Jews","Fiddling with Tradition",0.240384615384615,0.278846153846154,0.240384615384615,0.240384615384615
1991,"Techmaster P.E.B.","Bass Computer",0.219298245614035,0.219298245614035,0.342105263157895,0.219298245614035
1992,"Beastie Boys","Check Your Head",0.266129032258065,0.314516129032258,0.217741935483871,0.201612903225806
